0, 227
1, 226
2, 225
3, 224
4, 223
5, 222
6, 221
7, 220
8, 219
9, 218
10, 217
11, 216
12, 215
13, 214
14, 213
15, 212
16, 211
17, 210
18, 209
19, 208
20, 207
21, 206
22, 205
23, 204
24, 203
25, 202
26, 201
27, 200
28, 199
29, 198
30, 197
31, 196
32, 195
33, 194
34, 193
35, 192
36, 191
37, 190
38, 189
39, 188
40, 187
41, 186
42, 185
43, 184
44, 183
45, 182
46, 181
47, 180
48, 179
49, 178
50, 177
51, 176
52, 175
53, 174
54, 173
55, 172
56, 171
57, 170
58, 169
59, 168
60, 167
61, 166
62, 165
63, 164
64, 163
65, 162
66, 161
67, 160
68, 159
69, 158
70, 157
71, 156
72, 155
73, 154
74, 153
75, 152
76, 151
77, 150
78, 149
79, 148
80, 147
81, 146
82, 145
83, 144
84, 143
85, 142
86, 141
87, 140
88, 139
89, 138
90, 137
91, 136
92, 135
93, 134
94, 133
95, 132
96, 131
97, 130
98, 129
99, 128
100, 127
101, 126
102, 125
103, 124
104, 123
105, 122
106, 121
107, 120
108, 119
109, 118
110, 117
111, 116
112, 115
113, 114
114, 115
116, 117
114, 116
118, 119
120, 121
118, 120
114, 118
122, 123
124, 125
122, 124
126, 127
126, 128
122, 126
114, 122
129, 130
131, 132
129, 131
133, 134
133, 135
129, 133
136, 137
138, 139
136, 138
140, 141
140, 142
136, 140
129, 136
114, 129
143, 144
145, 146
143, 145
147, 148
147, 149
143, 147
150, 151
152, 153
150, 152
154, 155
154, 156
150, 154
143, 150
157, 158
159, 160
157, 159
161, 162
161, 163
157, 161
164, 165
166, 167
164, 166
168, 169
168, 170
164, 168
157, 164
143, 157
114, 143
171, 172
173, 174
171, 173
175, 176
177, 178
175, 177
171, 175
179, 180
181, 182
179, 181
183, 184
183, 185
179, 183
171, 179
186, 187
188, 189
186, 188
190, 191
190, 192
186, 190
193, 194
195, 196
193, 195
197, 198
197, 199
193, 197
186, 193
171, 186
200, 201
202, 203
200, 202
204, 205
204, 206
200, 204
207, 208
209, 210
207, 209
211, 212
211, 213
207, 211
200, 207
214, 215
216, 217
214, 216
218, 219
218, 220
214, 218
221, 222
223, 224
221, 223
225, 226
225, 227
221, 225
214, 221
200, 214
171, 200
114, 171
1, 114
2, 113
3, 112
4, 111
5, 110
6, 109
7, 108
8, 107
9, 106
10, 105
11, 104
12, 103
13, 102
14, 101
15, 100
16, 99
17, 98
18, 97
19, 96
20, 95
21, 94
22, 93
23, 92
24, 91
25, 90
26, 89
27, 88
28, 87
29, 86
30, 85
31, 84
32, 83
33, 82
34, 81
35, 80
36, 79
37, 78
38, 77
39, 76
40, 75
41, 74
42, 73
43, 72
44, 71
45, 70
46, 69
47, 68
48, 67
49, 66
50, 65
51, 64
52, 63
53, 62
54, 61
55, 60
56, 59
57, 58
58, 59
60, 61
58, 60
62, 63
64, 65
62, 64
58, 62
66, 67
68, 69
66, 68
70, 71
70, 72
66, 70
58, 66
73, 74
75, 76
73, 75
77, 78
77, 79
73, 77
80, 81
82, 83
80, 82
84, 85
84, 86
80, 84
73, 80
58, 73
87, 88
89, 90
87, 89
91, 92
91, 93
87, 91
94, 95
96, 97
94, 96
98, 99
98, 100
94, 98
87, 94
101, 102
103, 104
101, 103
105, 106
105, 107
101, 105
108, 109
110, 111
108, 110
112, 113
112, 114
108, 112
101, 108
87, 101
58, 87
1, 58
2, 57
3, 56
4, 55
5, 54
6, 53
7, 52
8, 51
9, 50
10, 49
11, 48
12, 47
13, 46
14, 45
15, 44
16, 43
17, 42
18, 41
19, 40
20, 39
21, 38
22, 37
23, 36
24, 35
25, 34
26, 33
27, 32
28, 31
29, 30
30, 31
32, 33
30, 32
34, 35
36, 37
34, 36
30, 34
38, 39
40, 41
38, 40
42, 43
42, 44
38, 42
30, 38
45, 46
47, 48
45, 47
49, 50
49, 51
45, 49
52, 53
54, 55
52, 54
56, 57
56, 58
52, 56
45, 52
30, 45
1, 30
2, 29
3, 28
4, 27
5, 26
6, 25
7, 24
8, 23
9, 22
10, 21
11, 20
12, 19
13, 18
14, 17
15, 16
16, 17
18, 19
16, 18
20, 21
22, 23
20, 22
16, 20
24, 25
26, 27
24, 26
28, 29
28, 30
24, 28
16, 24
1, 16
2, 15
3, 14
4, 13
5, 12
6, 11
7, 10
8, 9
9, 10
11, 12
9, 11
13, 14
15, 16
13, 15
9, 13
0, 9
1, 8
2, 7
3, 6
4, 5
5, 6
5, 7
8, 9
5, 8
0, 5
1, 4
2, 3
3, 4
3, 5
2, 3
0, 1
1, 3
