0, 69
1, 68
2, 67
3, 66
4, 65
5, 64
6, 63
7, 62
8, 61
9, 60
10, 59
11, 58
12, 57
13, 56
14, 55
15, 54
16, 53
17, 52
18, 51
19, 50
20, 49
21, 48
22, 47
23, 46
24, 45
25, 44
26, 43
27, 42
28, 41
29, 40
30, 39
31, 38
32, 37
33, 36
34, 35
35, 36
35, 37
38, 39
35, 38
40, 41
42, 43
40, 42
35, 40
44, 45
44, 46
47, 48
44, 47
49, 50
51, 52
49, 51
44, 49
35, 44
53, 54
53, 55
56, 57
53, 56
58, 59
60, 61
58, 60
53, 58
62, 63
64, 65
62, 64
66, 67
68, 69
66, 68
62, 66
53, 62
35, 53
0, 35
1, 34
2, 33
3, 32
4, 31
5, 30
6, 29
7, 28
8, 27
9, 26
10, 25
11, 24
12, 23
13, 22
14, 21
15, 20
16, 19
17, 18
18, 19
18, 20
21, 22
18, 21
23, 24
25, 26
23, 25
18, 23
27, 28
27, 29
30, 31
27, 30
32, 33
34, 35
32, 34
27, 32
18, 27
1, 18
2, 17
3, 16
4, 15
5, 14
6, 13
7, 12
8, 11
9, 10
10, 11
10, 12
13, 14
10, 13
15, 16
17, 18
15, 17
10, 15
1, 10
2, 9
3, 8
4, 7
5, 6
6, 7
6, 8
9, 10
6, 9
1, 6
2, 5
3, 4
4, 5
4, 6
2, 3
0, 1
1, 3
2, 4
0, 1
1, 4
