0, 49
1, 48
2, 47
3, 46
4, 45
5, 44
6, 43
7, 42
8, 41
9, 40
10, 39
11, 38
12, 37
13, 36
14, 35
15, 34
16, 33
17, 32
18, 31
19, 30
20, 29
21, 28
22, 27
23, 26
24, 25
25, 26
27, 28
25, 27
29, 30
29, 31
25, 29
32, 33
32, 34
35, 36
35, 37
32, 35
25, 32
38, 39
38, 40
41, 42
41, 43
38, 41
44, 45
44, 46
47, 48
47, 49
44, 47
38, 44
25, 38
0, 25
1, 24
2, 23
3, 22
4, 21
5, 20
6, 19
7, 18
8, 17
9, 16
10, 15
11, 14
12, 13
13, 14
15, 16
13, 15
17, 18
17, 19
13, 17
20, 21
20, 22
23, 24
23, 25
20, 23
13, 20
0, 13
1, 12
2, 11
3, 10
4, 9
5, 8
6, 7
7, 8
9, 10
7, 9
11, 12
11, 13
7, 11
0, 7
1, 6
2, 5
3, 4
4, 5
6, 7
4, 6
2, 3
0, 1
1, 3
2, 4
0, 1
1, 4
